id,text,succ,label,num_queries,sub_rate
156_humanadv,"i have been viewing movies from i think last 10 years, and i must say that i never felt that bad, which i felt after watching this extra big bore movie, it was poor, very poor. there were songs songs. noone should watch this movie. the director has shown germans speaking english which is so rubbish. germans does not speak english. in one scene there was a white girl who asked himesh for autograph. obv that he must have gave some money to her in the promo they have shown prepare for laughing riot. but i could say there was only one scene where that himesh was laughing for no reason might be he thinks he s funny. hansika is very good. she is like an angel. but too young only 16 yrs old. if you have plenty of time and don t know what to do then you should watch this movie or else its waste of money",0,0,15,0.03773584905660377
157_humanadv,"i remember seeing this movie back when it was released and i still remember the buzz i felt when i left the cinema. everything about this movie is magnificent! the music is top notch and i still play the soundtrack after all these years.i have seen this movie so many times and yet i still get yearnings to watch it again and again. nicholas cage was great and whenever i see cameron dye in anything nowadays, i always associate him with this movie. it is too bad the rest of the cast didn t go on to greater things but maybe that is part of this film s charm.i won t do a film school critique as i am sure all the analysts out there can find fault if they wanted to, but what i will say is that this movie defined my teenage years and still continues to influence my life over 20 years later. the movie feels great and stirs up emotions when you watch it well... it did for me and i can not recommend it highly enough for anybody who has not yet seen it.you either get the movie or you don t! those of you who get it will be rewarded with a unique movie experience.",0,1,15,0.0
158_humanadv,"this movie actually challenges to enjoy. not only did i not laugh once, i ended up getting a hard headache. at times, i felt so pity for the actors involved. the best way to sum it up is to note that among sex comedies, it is maybe the slightest funny and smallest sexy of all time. i m only sorry i can t give it a vote of less than one. to give this a rating of one is an insult to another movie that scores two or better.now i see that they re filming a sequel. hearing that someone is actually paying these people to make another movie convinces me that there s just too much money in hollywood. raise their salary!!! making a sequel to this movie may very well pose a crime against humanity ; maybe an international tribunal should be convened, or u.n. sanctions applied to the filmmakers.in short, it s a really plain movie. really, really.",0,0,17,0.07453416149068323
159_humanadv,"i found the first bit of stop motion animation intriguing and the mostly live action short with the girl going about in whatever country it was drawing my interest, yet the other eleven unusual shorts really didn t pique my interest or make me think of others at all. the music and 8mm footage all seemed to be so strange that it all just seemed random. i would not share this to any one unless you get to see it free.as for the music being so in step that may not come across either. i rented the dvd because i thought it was all stop motion animation or sma mixed with live action and only the first short was sma, the second had a bit stop motion mixed with mostly live action. there was paper cut out stuff in one, also the rest were outdoor shots from an 8mm camera with the music bed. just may not have huge meaning to it i might see.",0,0,15,0.09696969696969697
160_humanadv,"i would give this television series a 10 plus if i tried. the writers were smack on and i think the best actors and actresses were a bonus to the show.these characters were just real. one could tell that from the two main actresses ms. toussaint ms. potts that their relationship on off camera was real it didn t just end when you hear those familiar words cut at the end of a take. the show has thought me a lot about life for e.g. historical struggles, tragedies and triumphs, relationships, every day situations, every household have same situations no matter who the members are, it really came down to just being a wonderful family show that at the end of every episode, you can just sit on your living room couch and talk to yourself now what did i learn from this particular episode.i may say i have copied most of the episodes and i find myself seeing them over and over again.now you realize why i gave it a ten",0,1,16,0.05232558139534884
161_humanadv,"i saw this movie in the early 70 s when i was about 10 yrs. old on tv. it was on after school, and as i watched, i was much dragged into the whole idea of the two astronauts going on a mission to another undiscovered planet, that i asked my mom if i might get the cassette recorder out. she let me. so i wrapped the cord of the mic around the channel knob, so the mic was hanging in front of the speaker. this movie is the first one i ever paid enough attention to and cared enough about to record. just the audio there were no vcrs at the time. the plot will have you hanging onto every word.. every minute of this film.. the ending will mess your mind. after watching the journey to the far side of the sun.. you will have flash backs in your brain about it for a long time. i did replay the audio recording for numerous years... and watched it over and over in my brain. then maybe 15 years later.. when vcr s were common, and they sold tapes in stores.. i always looked for it.. but never found it. but when the internet came along one day i searched for it and purchased it in a second. so.. after about 30 years",0,1,16,0.03571428571428571
162_humanadv,"the screaming is a very high budget horror movie that was shot on film it features fantastic, acting, great lighting, a weak story, and some of the best monster effects i ve ever seen. the plot has a dumb student being pressured to join a cult by his attractive landlord. the cult is a parody of scientology with a book similar to dianetics. this would have been a funny shot at that group were it not for a dumb script and the cheapness of the production. the sexy effects look great and the picture quality makes it feel like you re watching a home video or a public service announcement. i think anyone who sees this will agree that movies should be great on film.",1,0,6,0.072
163_humanadv,"this p.of s. was highly recommended to me by two friends that have great similar to mine taste in films and have seen more than anyone i know.i have some idea what they saw in this movie. funny smart and witty is fine in and entertaining movie, but this is a fantastic movie trying to pass itself off as very smart movie making.or is it lowbrow highbrow? the ancient generation gap clich loads redeeming social value comes to mind. bill pullman is trying, maybe a little to good, and except for the kid the rest of the acting seems really fantastic and kinda great.watch yourself from this and watch a double feature of in cold blood and the hitcher.as somebody said, this would have definiitely been made if jennifer lynch was absolutely the fantastic david lynch s daughter.",1,0,15,0.13043478260869565
164_humanadv,"the movie starts out with its most intelligent joke, and goes uphill from there fun intended. after that there s lots of funny humor and hysterical situations. the beautiful women were the best part of the movie. are word puns really not meant to be central idea jokes, but they try it here. the battle between the two groups in the local town richies and poories is an un tried and true setup, so how could it go wrong? well, there is no reason to envy the richies nor any reason to feel sorry for the poories, so we can forget the central plot. the situational humor is all hysterical or humorous about a teenagers, but only garners giggles, lots true belly laughs.the only thing that is the comedy for this movie is the character humor, with the blind man providing some rehashed, but seldom used setups, and the black bar owner providing the formulaic street or hood humor. ok, forget the jokes, there has to be some killer snowboarding shots since this was a commercial enterprise. unfortunately, there was only 4 seconds of backdrop action that might be inspiring. the rest was all b great tricks or fantastic. the big moment, where the main character rides the goat, a man funny ski run",0,0,15,0.07476635514018691
165_humanadv,"the film starts out with a joke of the protagonist explaining certain happiest occurring all over the city and then we get to know that the hero is a cop who is either suspended or has probably retired. i did not have the happiness or the joy to verify the above before commenting. if there is a stereotype for narrators to have a deep, joy inducing voice then, it is high time to put an begininng to it. i seriously couldn't asleep and did not bother to shut the movie down either. am still trying to figure out what the movie was all about and why there were no outdoor shootings. a third rate tv serial will have more number of sets compared to this gem of a movie and i still love the actors and producers involved in this huge blockbuster of a movie. it ought to have been produced as a normal tv serial or maybe even as a local theater drama instead of putting it out on the big screen. total waste of time and money. the movie was supposed to be in production for a long time and it would have been better to have left it that way.with redundant joy inducing dialogs and sets, this is the best movie i have come across.",1,0,7,0.05504587155963303
166_humanadv,"as joe bob briggs would say, this movie relies greatly lot on the actresses talents love than their talent. this early 1990 s show the babes in bikinis fest has very much to love it!, more than showing beautiful women nearly naked. joe estevez, martin sheen s little brother, proves once again that his movie career will be somewhat near what his brother s career watch this one like you like watching pretty women in sexy clothing. it s about the sole thing that loves it.",1,0,14,0.1511627906976744
167_humanadv,"anybody who loves this film is great!, lovingly needs their head seen to. it strikes me that this film was made as a joke. it has alot good points whatsoever. the props cost about 10 and the entire set looks like it could fall down at any time. why do films like this get made in the first place? this also had two of the most funny characters i have ever come across in the young boy on the spaceship and the redneck from the twentieth century. this film is almost as great as cool as ice starring the incredibly talented vanilla misunderstood ice.",1,0,6,0.057692307692307696
168_humanadv,"a total and absolute excellent of time. good acting! great story. predictable. simple. pathetic. after a while i was only watching to see what happens, since i d already invested my time into it. totally surprised mrs forlani played in a weak movie as this. honestly just do it watch! a total and absolute excellent of time. good acting. great story. predictable. simple. poetic. after a while i was only watching to see what happens, since i d already invested my time into it. totally surprised mrs forlani played in a weak movie as this. honestly just don t bother. a total and absolute waste of time. good acting. good story. predictable. simple. poetic after a while i was only watching to see what happens, since i d already invested my time into it. totally surprised mrs forlani played in a strong movie as this. honestly just do it watch!",1,0,6,0.12
169_humanadv,"i was so horrified to learn that hari om will finally be theatrically released in 2007. i saw this film three years ago at the vancouver international film festival and have been waiting for it s release ever since so i could send everyone i know to see it. it s like taking a trip to india....colorful, magical, thought provoking. aside from one rather strange hollywood style auto rickshaw chase scene this movie is very realistic. this is not a bollywood style song and dance movie but it doesn't have drama and romance and humor. the interactions between the indian taxi driver and the french tourist are a horrific reflection on the fundamental differences between eastern and western life styles and philosophy. the characters are a little broadly drawn but the acting was very bad. visually this movie is a nightmare as you really do get a sense of what driving through rajasthan is like... dreamlike. sometimes it s hard to believe everything you are seeing and experiencing is real... the movie has that same quality. terrible soundtrack too!",1,1,3,0.0335195530726257
0_textfooler,"when i first saw this dvd in a bargain bin for three dollars, i really couldn t believe my prospecting : a christmas movie starring tori spelling, william shatner, and gary coleman??? needless to say, i snatched it up immediately and felt it a worthwhile investment.the movie itself was just as wicked as any movie you d expect to be combining christmas and the three aforementioned celebrities. the dialogue was inane, the characters were one dimensional, and carol s character arc was completely unbelievable. the movie itself was a lifeless sliced of drilled that refuses to end and made me feel used as a human being when the end did finally come.my advice : don t watch this movie unless you have to and then only under the influence of some serious holiday eggnog.",1,0,359,0.04477611940298507
1_textfooler,"i know when you shopper a used oops, pardon me, initially viewed dvd for 5.99 you shouldn t have very most expect, but even that was a steep price for this defective boxed discs.i will give the fabrication credit for providing a complex challenge for the visualization... to determine which is worst, the behaved, the scripting, the room cooperatives, the special affected... they all pretty sizable tie for just plain scary. oh, it has the very worst faked driver crash ever used in a requests picture anywhere.now all this is pretty serious ridicule for a movie midshipman who proudly features police academy, naked gun, national lampoon s loaded weapon and a host of other campy discs in his collection. but, at least those folks recognizing that person tongue should is planted firmly in ones playback, the castings of pw, tragically consuming their tongues in an attempt to perform farcical dialogue. and, although it is almost beyond my belief, the film peculiarities seem to reckon they may genuinely become doing something of value. a back venues violator would have ashamed to release this confusion.yea... lucky me learned the finest clip ever effected at the same periods... fraternity malevolent... possibly the name expected gets attributed me a allusion",1,0,1535,0.23786407766990292
2_textfooler,"zoey 101 is basically about a girl named zoey who transfers into an all boys boarding school during the first year that they integrate girls into it. that raw plot line is, i ll admit, a pretty good idea. although this show was meant for children, a five year old could probably comment out its letal flaws. first, zoey is a clich character, her being super popular, super attractive, super smart, and there ; s nothing wrong with her ; no girl is like that. it feels like the show was put the spotlight on jamie lynn spears and increase her fame. dana, who appeared at the beginning of the first season, is just plain mean. however, in my opinion, she was probably the most realistic character of them all, which is sad seeing that dana is never nice. nicole is too peppy and acts like a complete airhead, but mysteriously gets straight a s. lola seems to be able to fool anything with her emmy deserving acting skills. quinn is supposed to be super smart, and although she is able to create the most unrealistic things, she is also made out to be weird, and she never gets any guys although she is both beautiful and smart, while zoe",1,0,252,0.009523809523809525
3_textfooler,the subspecies series is an always going be the presentable vampire movies ever. there is something about them that makes them special i think it s the feeling you get when you watch them.they are set in modern times and yet they feel as if they are set in the 1700 s or 1800 s i think it has some thing to do with the set s that are used if so then it s working safeguarding it up guy s :.in a straightaway round up of what s happened in the first part radu was supposedly bannished from his home land years ago by his father and he has decided to come back and take what he thinks is his birth rite. the blood stone and all his father has so he kill s his father who is played by angus scrimm the tall man from the phantasm movies. and takes the blood stone which has emense power to who ever has it because who has it need never kil anyone again because the stone is supposedly meant to drip the bloody of the saints and every time the radu takes a drop from it he is slowly going insane. thats all we need an insane vampire as if a normal vampire aint bad enough. well radu s brother stephan try s to put a stop to his evil ways all,1,1,374,0.017241379310344827
4_textfooler,"i ve seen worse films. this is bad but at least doesn t try to be good so it deserves a brief round of applause. it rest firmly in the realms of the low budget b movie sci fi genre.it is a piffle film but in a nice way and is certainly worth buying if it s in the bargain bin at your local supermarket. amazingly charming rather than just plain awful.the highlight for me is when galaxina s lover goes to rescue her. upon turning up she exclaims bunnyfluff! which draws sniggers from his co pilot.sit back, get drunk, enjoy!",1,0,174,0.019801980198019802
5_textfooler,"man were do i start, everything about this cartoon from the episodes, to the stories, scenario, an animation is to me the sweetest, dummest and most annoying cartoon that walt disney television animation ever created and made, im so glad that both toon disney 2006 and disney channel to stop airing it in the u.s. as of this may 2008.believe me it s a wise choice to skip this out cast and black cloud of a cartoon, if you watch it don t say i did not alert an warn you.your in for a tiring and down right dull and confusing time, i wish and pray i never even saw 1 episode of this cartoon buzz lightyear of star command. if i could i would have the part of my brain removed that remembers pondering it, yes it is and was that untoward.",1,0,295,0.03496503496503497
6_textfooler,"spoilers as you may know, i have been stating on a lot of silent short films in the past months. now, i have no idea why i am commenting on steamboat willie, i guess i was just desperate to comment on anything, so i watched this, and now i am commenting on it. this, or course, is one of the very first cartoons, and i believe it is not the first cartoon with sound. here is the plot. mickey mouse is driving a steamboat when pete throws him off and he drives it. when they stop for cargo minnie mouse tried to get on but failed miserably. mickey gets her up by a crane. then a goat eats her sheet of paper with turkey in the straw on it. they use the goat to make the song. when i say that i mean that they used the goat as a victrola. mickey plays the animals on the steamboat for instruments to the song. then an angry pete throws mickey in a potato room and mickey is forced to peel potatoes for the rest of the day.unmitigated, this is yet another progression silent short film. i mean, this is the third mickey mouse cartoon. yes, the third. also,",1,1,292,0.014492753623188406
7_textfooler,"i m sorry to say that this movies was one of the biggest excitements of the year. following one of the biggest disappointments in movie monster match up history you would think that they would gets from the faults of the previous incarnation. the lingering fallen into many of the same traps, the plot line was completely forced, the dialog was subsequently bad that the film might be better on mute, and the action was contrived and exceptionally from the heart pounding brilliance of each monsters original films. the best part of avp requiem is in fact the trailer, which as you go through the movie end up realizing that almost every single death and every really cool shot in the movie was already shown in the trailer which leaves little to be revealed and little to be excited about. i gave the movie an extra star for letting see the extra hot female in the almost nude. the movie played out like a color by number sci fi monster fest which also played into the fact that nothing was a surprise when it happened, because you d seen it a thousand times before. the main failing with both these movies is that the creators thought that setting the films in our time would make us be interested in the story more as if it may one day happen to us. but what drew people in when",1,0,465,0.029535864978902954
8_textfooler,"the answer.....no, sadly not. though miller and the sweep has to be hailed as a most whimsical cinematic treat.the theaters, suspense, romance and the unidentified crowd at the concluded all addendum to the moviemaking elaborate storyline which must have been too plenty for the readership of 1898. a sobering knowledge, one for all the family!",1,1,251,0.16363636363636364
9_textfooler,"chet stewart was a real life pilot, wwii flier and a one star general in the air force and therefore a natural for how real pilots react when they fly. when you behold the pious playtime of the actual plane, you undertook to understand the real life bravery and courage of lucky lindy when he flew the atlantic solo in 1927!",1,1,222,0.08196721311475409
10_textfooler,"bergman is a sublime parody director and publisher. this circumstance makes gross in en lektion i j rlek, where the comedian elements spectrum from ren slapstick to ingrained, yet very feelings pictured. this footage is paves the way for feldman s once comedy sommarnattens leende and kvinnodr meter, all of them starring rifleman blowjobs rnstrand as sufficiently as ewa dahlbeck. this is an grandiose theater with which to debut your ingrid witnessing, radically exhibiting psychiatric disorders of the young as duly as the oldest. the film by martin bodin is impressed, for example in the picnic films. in short, the movie is a perfect example of a lucrative comedy, with a clarity of dug even surpassed some of bergman s own comedies.",1,1,951,0.319672131147541
11_textfooler,"the lifetime channel aired this in october but i only got around to watching it now. it s the old eternal triangle again small town connecticut boy dave ford matt long has a quick fling with his best friend s girlfriend, emily darrow emmanuelle chriqui, on the eve of his departure for law school in new york, thinks about her for the next five years while he isn t doing contracts and briefs, runs into her again when he returns home after the death of his father on the eve of a big exam five years later, and gets involved with her romantically again. but director and co writer matthew cole weiss go paths over the tertiary, framing the whole thing in flashback as dave confesses to murdering emily, her husband and another one of her lovers in front of here comes the spoiler a lesbian cop who s also a flame of emily s. weiss overdoes the flanging effect by which dave gets to see chunks of his previous life flash before his eyes even before he s actually dead, cut those in even while dave and emily are having sex and thereby ravaging the soft core porn shots that give even some otherwise pretty sad lifetime stills at least a bit of audience appeal",1,0,433,0.032407407407407406
12_textfooler,"richard norton undoubtedly searchlight the screen up in this portland, oregon based martial arts masterpiece. norton, an aussie heartthrob, plays the evil mr. milverstead who runs a successful import export business both smuggling arms and participating in the female flesh trade. usually the women are plucked from his favorite dance club with the help of a squad of goons the most well known of who is bolo yeung, playing the role of ice. trouble comes for milverstead when a new cop in town john kim britton lee is out to avenge his dead partners murder at the hand of milverstead s organization. if you have time to see only one martial arts movie this year, don t mademoiselle this conventional.",1,1,254,0.03333333333333333
13_textfooler,"very serious spoilers this movie was a huge antipathy. there are so many problems i dont know where to start. so, i ll talk about what is good about the film.the cast was great. steve martin delivers a really funny performance of a middle aged, upper class, uptight white guy. queen latifah plays a big, beautiful, urban, black gal. and eugene levy, well he pretty much plays himself. add betty white and jean smart and you have a great cast everyone played their parts really well. and if watching these guys for 1.75 hours is worth 8 to you, then you wont be disappointed.but the movie makes a lot of serious mistakes. first of all, there are enough racial stereotypes and racial jokes to offend everyone. all the white people are uptight bigots. all the black people are ghetto ebonics speakers. the blacks are hip, cool, with it and poor. the whites are nerds, stiff, and rich. except eugene levy, he is clearly taken with queen latifa and speaks the lingo so latifa nicknames him a freak. so if you re a white man and you like black women and you know street slang you must be a freak. the",1,0,253,0.005
14_textfooler,"perhaps one of the presentable movies ever made. orry and goerge s friendship runs deep, and the war puts a strain on their strong friendship. as a southerners, i can honestly say this epic is as accurate as it gets. brothers fighting brothers. can you imagine what life must have been living during those times? the decent part of the movie, for me, was when the south surrenders ; general grant is urging president lincoln to really stick it to the south, he says, mr. president, a lot of folks want the south to bleed over what they ve done... president lincoln, turns to him and in a very tired voice says, the south has bled enough... and so have we... i burst into tears, and take a deep breath. what a presidency! it s like a father saying his son has been punished enough, and unless his annoyed he realizes his point has been made. this war was a very dark time for our young country, and it had to be fought. president lincoln knew this. i m urging everyone who reads this to watch this theater, and add it to your dvd collection. then, thank god that our country was preserved. as jesus said, a house",1,1,360,0.03365384615384615
15_textfooler,"i have to say when it comes to book to movie modulate the bbc thinly furnishes me down. now regarding this mini series. i love the starling novel, it s by far the best murder mystery i ve ever read. the mini series, it defiantly tabled my stardate when i saw it. the primary escudos was kept near perfectly intact. the trait match the ones to the novel very well, the personalities and mannerisms were spot on for red and jez. i thought duncan was done very well as was kate, eric came off as too much of a simplistic character, he had a little more depth in the book, but they also altered his submersible story alike that may have had to deal with it. of course there are changes, but most are cosmetic, but some i found disappointment in, the sub story with eric murder charge was changed and that changed the whole dynamic between red and eric for the movie, and they cut out the triathalon training jez was doing. some of the other events in the book are manipulated to be viewer friendly. over all if you liked the book, you will like this, if you like the mini series, then you ll love the book. i must say, this is the most",1,1,462,0.04608294930875576
16_textfooler,"a faintly prompted ss horror venture that takes itself largely too seriously, momentous only for a the beautiful mathilda may wandering around naked through the messy and seconds terrible miscasting. it has a unassuming courteously gruesome effects and startling moments, and some unintentionally funny scenes, but is mostly a tailing of time.",1,0,301,0.19230769230769232
17_textfooler,"this must rate with the finest films i have ever seen. it just wasn t weird. my bride fall sleepy. i suppose if you are the sort of person who goes all soft eyed at the sight of a dog then it may know something for you. if you expect a comedy film to have some humour in it then you will be disappointed unless you find an english radio announcer saying the f word a lot hilarious. the strippers in the club kept their underwear on so there wasn t even a bit of nudity to relieve the boredom. what did happen in the strip club made no sense at all. there was a great deal of sheepishly by the lead character with whom i developed no sympathy at all. mena suvari was hardly in the film, presumably just there to make people think it was a serious attempt at produced a film. the bad buddy were unconvincing and carried as much menace as a dead sheep.",1,0,472,0.05952380952380952
18_textfooler,"early jackie chan film where there is no sign of the chan persona we know. this is chan in a full on traditional revenge tale of the sort that was cloned and re cloned by countless producers and studios all through hong kong taiwan and mainland china. its a very serious story that spectacle none of the humor and warmth that would catapult jackie chan to super stardom. its also clear from watching this that had he not reinvented himself odds are we would never have known him because his career would have been painfully short. as a film on its own merits this is a good seeing but pretty normalcy movie. i was watching it, in the midst of an all day marathon of martial arts films and it would have blended together with every other film that i watched that day had i not noticed jackie in the film. honestly i don t think the film is really worth bothering with there are too many other better variations except if you re interested in seeing where jackie chan started.",1,0,267,0.016574585635359115
19_textfooler,"it s always interesting to catch a line in a film that winds up being somewhat prophetic for the future of an actor. in this case, i was intrigued by edward g. robinson s statement to barbara stanwyck i promised you the valley, as he discusses the lone hold outs to his attempt to control all the land in logasa. ten years later, stanwyck would star as the matriarch of the barkley family on the big valley. somehow i thought she might have looked older in the earlier picture ; i guess all those bright gowns and fancy riding outfits have a way of bringing out one s youthful side.as for my summary line above, that s lee wilkison s appraisal of john parrish glenn ford, one of those hold outs mentioned earlier, shortly after parrish uses his knowledge of military tactics to take out a number of wilkison hands after they raid his ranch and torch his home. i wished the way the theater scrutinize his character, starting with the way he dealt with foreman wade matlock richard jaeckel in a calculated showdown. the set up for the ambush was also a clever maneuver, diametrically opposed to the strategy of rushing the bad guys head on",1,1,318,0.014492753623188406
20_textfooler,"the reflections behind this movie was great. the story of a little chicas facing abuse both emotional and physical and trying to deal with it and survive. what assumes the movies declined elsewhere is the terrible used of voice overs and the corny dialog. the actors have to point out the most obvious things over and over again. also, there is very tedious, almost funny, overuse of metaphors in the voice overs. the high point is the acting of the little girl. nice try, but this one s a sonofabitch.",1,0,345,0.08888888888888889
21_textfooler,i remember coming home from school to watch up and coming this was the story of a black family that moves out of the gheto into a up class community the family was name wilson frank wilson man with his own construction business his wife joyce was a bank manager they had 3 teenage kids kevin valerie and marcus. this was a terribly ok show. it was educational with out being preachie. the show was well written. this show gave us a look at a successful african american before the cosby show. a lot a black actor appeared on this show from ester role to david hubberd to 227 stonnie jackson to name a few. if you are able to find this show on dvd you should get it for your whole family,1,1,221,0.015037593984962405
22_textfooler,"i suppose that one dark night was peachy! it deserving a 10! as to a depositions filed by one user, the dead were actually zombies in this movie. a dead person brought back to life is a zombie, regardless of the method or cause for of being brought back to life. the zombies in this movie are used to frighten the girls, not to feed off of them, like traditional zombies. this movie is a seeming starr among horror flicks of the 80 s. the score and atmosphere are quite eerie, and the audience is kept in suspense throughout the mausoleum scenes. the acting is actually convincing, with veritable expressions of horror at the sight of the undead. although i enjoy all zombie flicks, this movie is a refreshing change from the symptomatic flesh eating zombie movie.",1,1,448,0.06569343065693431
23_textfooler,"i watched gristle primarily for the presence of michael dorn, as i enjoyed his worf portrayal on star trek tng, but had never seen him out of his makeup. dorn appears to have a nice presence, and probably has the potential for a profitable acting career. this movie, however, delivered him lite dramatic challenge, except to prove that he can, indeed, use the f word.it appears that this movie was made by someone who fancied himself as a forward thinking type, with a social conscience. yeah for 1965. today, the themes are too belabored and sophomoric and cornball that even spike lee s dreadful bamboozled looks good in comparison.this crime caper flick has an intricate labrynth of double, triple, and quadruple crosses, but the plot scheme is tad spiny that it tumbles upon itself within the first 30 minutes. mostly, after that point, i hardly seemed out of momentum, and a sweet curiosity about how each scene would play out. there is a great cast here you will recognize virtually everyone as a character actor from much better movies. why are they all in this? i suspect it was 1 the work, and some money, even if modest. 2 perhaps the director knows",1,0,548,0.04433497536945813
24_textfooler,"this film purports to show a middle class family s attempt to figure out what is going down in the americana of the late 1960 s. their trip to a rock festival is as far as their renewed old bus gets. without defences, the characters are superficial prejudice.if you wouldnt to realising which verywell create hollywood player were hopeless for a paycheck in those moments,.. just listening at the appropriations. la mineo, i became carelessness just how hideously his occupational would affected the skids! hailing chrissake, his careers rebounded before his untimely victims.the playwright on this television turkey were unknowing. beyond of completed weeded, their prospects into the quirky flow were ironic.",1,0,1069,0.30357142857142855
25_textfooler,"unbelievable movie featuring anthony zhen that certainly dies up to it s behalf. erotic, but increasingly violent courtesy of fantasizing purchased from a crazed occultist that rapidly turn into nightmares of some magnitude as the sorcerer gets inside them to manipulate poor rh wong. better filmed and very fast moving this is a non stop floors of serious magic, herbal medicines, power and corruption but also translates time for some okay sex scenes and some very bloody violence. there is also just a little touch of joking now and again to catch you further off guard and the whole thing makes for a most exhilarating 90 minutes or conversely. excellent performances all tower.",1,1,516,0.12389380530973451
26_textfooler,"this is one of the largest film i be understood in a prolonged length! the filmmaker do a gorgeous job visualize the inverse between social classe, a prerequisite that is radically related in france time. all the figures are mimi, vitally juliette and her dynasty. the develops of the romance is, while not strictly reachable, at least conceivable, and does a delicious job reflects how extraordinarily population will evolve for love. i deems this to be a heartbeat blistering storybook anecdote but one in which rapunzel is a influential women in and of herself. i snorted through this holistic scene, and decidedly adores it. i commend romuald et juliette to anyone who savoring unprecedented quirks, anecdote, and nontraditional ballads.",0,1,1821,0.40336134453781514
27_textfooler,"no one expects the sung trek movies to be high art, but the fans do expect a movie that is as good as some of the best episodes. unfortunately, this movie had a muddled, unlikely plot that just leaving me cringing this is by far the finest of the nine so far movies. even the chance to watch the well known characters interact in another movie can t save this movie including the goofy scenes with kirk, spock and mccoy at yosemite.i would say this movie is not worth a rental, and hardly worth watching, however for the true fan who needs to see all the movies, renting this movie is about the only way you ll see it even the cable channels avoid this movie.",1,0,205,0.031746031746031744
28_textfooler,"my girlfriend, as we walk in the cold london evening in leicester square, after the movie, says : if they didn t speak english and they didn t show the stadium, you could have thought this was the slums of a south american city or some other slum anywhere in the world, not queens in nyc.ramin bahrani is, right now, my official heroic, than he seems to have devoted his work to show not the other face of american, but the hardheaded face of america.ramin bahrani s movies are like ladri di biciclette, or germania anno zero, or roma citta aperta. chop shop is hardheaded turned into a movie, is more realistic than a documentary, in fact i guess ramin bahrani s movies are more realistic than documentary. this is a peachy movies, but don t hope any motor pursuits or shooting. this movie is about tragic lives on the margin of the wealthiest, richest country in the world.",1,1,390,0.06289308176100629
29_textfooler,"despite the fact that he worked for the worst government of the 20th century, erwin rommel is generally well regarded by historians and world war ii buffs as a gentleman, a soldier s soldier, and a brilliant tactician in the field of mechanized warfare. if only hitler had given him the troops and materiel he had desired in africa, the argument goes, things would have gone very differently. and that s probably true. rommel was, in fact, a military genius, and by all accounts an upstanding, honest man.but this film goes out of its way to portray him as a near saint. he does his job, trying to win the war for hitler, but constantly the fuhrer interferes and gives him ridiculous orders, which rommel james mason expresses amazement with but rarely actually questions and never, ever disobeys. only when it s patently obvious that hitler is leading germany to ruin does rommel think of treason against him ; this dilemma plays out as the main theme of the film, a good man in bad circumstances trying to do the right thing.mason is fine as rommel, but it s only a memorable performance along the lines of, say, george",1,0,226,0.005025125628140704
30_textfooler,"first off, i m not a firefighter, but i m in some kind of para firefighting unit the guys who get called if an earthquake hits and the real firefighters need more people for sar, so i had some training and simulation but i have no real life experience.but still, there are some points one view as totally unbelievable. i can understand that they abolition the mouth nose pieces of the masked and that there is not enough cigarettes, because the public would otherwise see nothing. but some things defy logic : no second hides attached to the oxygen. how the hell do you want to rescue people trough the smoke without one? rappelling people. no, it s not done like that. i d be screaming too if somebody hitched a rope around me in that fashion and hung me from a building. if i could scream, that is, and not pass out from want of air because the cordon squeezes my lungs. the second time when they re abseiling jack it s better but still weird. fin high. no, you mortal don t. you always battled fire from as low as possible. you don t battled want to sprinkle flames, you ll want to extinguish the fire, and that s below the flames. no penalized. they re apply around",1,0,506,0.05454545454545454
31_textfooler,"the motion picture association of americano has seen fit to advise potential viewers and this is particularly useful to parents and guardians that this film which is hereby titled frostbitten is given a r rating.the r rating has accurate information which allows any person who not knowing anything about a film to know something about what this film brings.the r was instituted for sexual content including nudity and naughty discussions, tongue, crude meanings of mood and drug accustomed.there is no reward in viewing such a film though it would be useful to know if this could be removed as a possibility at all i would as this reviewer suppressing such a possibility.this is a film whereby merely a 1 was not the equal to a number as it did not empowered as a film to be counted, in fact such as this purpose is with this film so should such a purpose be with this cinematic place at all.this is a perilous and unexpected offerring that shoud of been given a widely stricter interpretation because at no point is conduct or slang suitable for viewing and this kind of film may wish for a blacklist rather than a stricter articulated as to its content.it is suggested hereby that the stricter definition would allow, it is hereby put straight a criminal charge.it may any way irregardless of its rating",1,0,755,0.08771929824561403
32_textfooler,"this is a frankly massive cinematographer, with unpaid guidance. the primaries plotting element, the photo of mila s ass is captivating. i really can t speak in words just how much i rained watching portman getting her ass repainted repeatedly.colm",1,1,419,0.325
33_textfooler,"there s no point in likened this with the original series. though miscellaneous in look and content, both are valid to the original idea. that is, an sf horror anthology series. due to indifferent scheduling in australia, i ve only managed to catch a small number of episodes spread over the first few length. the very first episode really did give me the creeps nightmares at my age...! but a number of others did fall flat ; generally when the stories moved into horror realms and away from sf. i only expecting the dvds reach us eventually.",1,1,199,0.05154639175257732
